Ticker,Sector,Industry,Market Cap,PE Ratio,Beta,Dividend Yield,Revenue,Net Income,Treynor Ratio,Jensen's Alpha,Tracking Error,Information Ratio,Annual Return
KO,Consumer Defensive,Beverages - Non-Alcoholic,280480874496,27.016598,0.6272494732186996,0.0298,46365999104,10408999936,0.08663096047107223,-0.012922733562336544,0.17944782639505638,-0.0011696807242425953,0.06730413188579898
DOW,Basic Materials,Chemicals,33569413120,31.966667,1.0980540480948688,0.0572,43179999232,1052000000,0.05953630825853155,-0.052373746975920274,0.2763855198324083,-0.0006009994183821843,0.03214497168334418
XOM,Energy,Oil & Gas Integrated,521290940416,14.752488,0.8384123960788805,0.0344,344367005696,33699999744,0.21005016213713357,0.08620302938960629,0.2992387943653715,0.0009133688107945016,0.16004956522858516
GS,Financial Services,Capital Markets,161522221056,14.990329,1.1305066791265557,0.0231,49386999808,11418000384,0.1859189580099002,0.08895479359908767,0.22265501061792764,0.0018348094829005175,0.2079980326639863
HD,Consumer Cyclical,Home Improvement Retail,392916926464,26.584005,1.0065832777500345,0.0229,152089001984,14771999744,0.15291486527141604,0.04598241693801744,0.19303550879557238,0.000959778239694174,0.154864896146494
IBM,Technology,Information Technology Services,190772756480,30.119709,0.7814512942262184,0.0321,62579998720,6373000192,0.18955321337096834,0.06432909385810938,0.2137031763561731,0.000759349863065877,0.15585751359978128
INTC,Technology,Semiconductors,97128759296,N/A,1.2588552800355293,0.0224,54246998016,-15960999936,-0.08785603428466755,-0.24558909192698597,0.3428051179450249,-0.002521577254086138,-0.1592920133824849
JNJ,Healthcare,Drug Manufacturers - General,380981805056,26.155373,0.48813173213660394,0.031,87695998976,14766999552,0.06716239117313928,-0.019559825282400106,0.20080705859441725,-0.0014712276336164495,0.04728419912537429
JPM,Financial Services,Banks - Diversified,618755457024,12.216787,1.0752100663541284,0.0224,162148007936,52069998592,0.13408995768444842,0.028876673918108275,0.22764177127237237,0.0006439679423686446,0.13264634904829653
MCD,Consumer Cyclical,Restaurants,210073894912,25.688599,0.7292401063594267,0.024,25938700288,8245799936,0.13371839307293637,0.019314077022310416,0.18624512006152585,-0.00020710819294377054,0.10788575099701414
NKE,Consumer Cyclical,Footwear & Accessories,114897313792,22.11748,1.0361814048444467,0.019,50012000256,5301000192,-0.015205198491590416,-0.12686837469247392,0.27123994297651516,-0.001799328324627446,-0.04390970409855344
MRK,Healthcare,Drug Manufacturers - General,258221113344,21.311714,0.4905633812045655,0.030199999,63174000640,12147999744,0.1136808519823647,0.0031629900357127566,0.23801968301843818,-0.0008580309535254597,0.06262253672331086
MSFT,Technology,Software - Infrastructure,3036850946048,33.72915,1.175915114153272,0.0081,254189993984,90511998976,0.18501373691482906,0.09146332830963269,0.17923299851389474,0.00244266744889145,0.22490554282792674
PFE,Healthcare,Drug Manufacturers - General,157307584512,37.013332,0.5435359479916811,0.0598,59375001600,4273999872,-0.022115435326226653,-0.0703056241727249,0.26750972057188926,-0.0017690162332532058,-0.0165107481867518
PG,Consumer Defensive,Household & Personal Products,388770004992,28.462069,0.5554292589270046,0.024400001,83905003520,14030999552,0.13494007455483065,0.015389217947773606,0.19777782059147442,-0.0006477429962740463,0.08953444890917162
TRV,Financial Services,Insurance - Property & Casualty,55343927296,12.46458,0.8001549923616846,0.0171,45341999104,4509000192,0.19258692872126412,0.06829622532965646,0.24462137068479192,0.0007602648088860915,0.15280882461814715
UNH,Healthcare,Healthcare Plans,515054862336,36.26593,0.824465708194985,0.0148,393898000384,14316999680,0.1972276290891661,0.07419733428959449,0.23939870553816506,0.0009178789032164161,0.16364893114220957
VZ,Communication Services,Telecom Services,172847415296,17.774893,0.4287123171832112,0.0655,134237003776,9795999744,-0.07781169002769292,-0.07933101652681121,0.23034231074855885,-0.002422068327510045,-0.023221935793554027
V,Financial Services,Credit Services,566682255360,29.964067,1.0181468383823338,0.0081,35925999616,19743000576,0.09855345119426162,-0.008837242038055415,0.17639912102725858,-0.00015502585046772003,0.09824521222471105
WMT,Consumer Defensive,Discount Stores,662753705984,42.942707,0.46587527535961243,0.0101,665035014144,15552000000,0.3408403250175996,0.10883179136540078,0.23363252050453528,0.0008756781435181072,0.1804418295689043
WBA,Healthcare,Pharmaceutical Retailers,8066876928,N/A,0.7872738375850848,0.10569999,147657998336,-8636000256,-0.36286804687625357,-0.37009839971727154,0.352057944427951,-0.004428718380301521,-0.2799935841567389
DIS,Communication Services,Entertainment,173723795456,36.701153,1.04385398388831,0.0094,90027999232,4776000000,-0.060674599215806445,-0.17527120794754247,0.257942889436091,-0.002624067473573513,-0.08480842842255831
ATVI,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,,,,,
ADBE,Technology,Software - Infrastructure,211890274304,40.688927,1.2543654713296257,N/A,20946999296,5360000000,0.09434317284443329,-0.0161687843320244,0.28190475817054556,0.00015635747587979226,0.07892720613579218
AKAM,Technology,Software - Infrastructure,15158661120,24.82382,0.6814248180704675,N/A,3927051008,628812992,0.056613171200378294,-0.03449373269405594,0.2621061105312098,-0.0010394367087887824,0.02888159024733339
GOOGL,Communication Services,Internet Content & Information,2079096569856,22.445623,1.1303195728552045,0.0047,339859013632,94268997632,0.18603247647742183,0.08906838314293702,0.21638845427971978,0.00188966023794652,0.20965698279114697
AMZN,Consumer Cyclical,Internet Retail,2058626793472,41.922913,1.0743358586455594,N/A,620127977472,49868001280,0.1718054874347163,0.06937234155764344,0.27823236534105567,0.0011031035019044276,0.16426086803057638
AAL,Industrials,Airlines,8536131584,30.928572,1.379262055826796,N/A,53612998656,275000000,0.0006356400881190659,-0.14702594691701115,0.5579001017877916,-0.0007564965123830208,-0.14568916093529816
AMGN,Healthcare,Drug Manufacturers - General,170349576192,40.525574,0.6352937869069363,0.028199999,32533999616,4230000128,0.14117362076541812,0.0215621488990569,0.23538471897716817,-0.00029580852735765564,0.09293693743286635
ADI,Technology,Semiconductors,111308767232,67.73112,1.2708528509848482,0.0163,9700435968,1655630976,0.14055599487715942,0.04234838980034905,0.23569245156626029,0.0012020103870067226,0.15927053648200995
AMAT,Technology,Semiconductor Equipment & Materials,149893136384,20.452194,1.6372279248987185,0.0087,26854000640,7449999872,0.19014448938454379,0.1357447052309886,0.33948410112319244,0.00238546697603261,0.2622267509260974
ADSK,Technology,Software - Application,61984694272,59.059547,1.3363062500400025,N/A,5805000192,1057000000,0.0992835222389398,-0.010623182072119042,0.27931500885794114,0.00036142852532263973,0.09133588452058405
ADP,Technology,Software - Application,118105481216,30.934898,0.9791857265215642,0.0194,19522899968,3848900096,0.13885389227209935,0.030962546660433382,0.1824744425734062,0.0006248008233164598,0.13842818446042005
BIDU,Communication Services,Internet Content & Information,32035414016,11.717617,1.0175878298568386,N/A,134841999360,19498999808,0.017416289663065212,-0.09139657811695334,0.48892958395731756,-0.0007264864358550602,-0.08489851090271938
BIIB,Healthcare,Drug Manufacturers - General,25285163008,15.703168,0.8204233407923147,N/A,9607499776,1615200000,-0.04813080317305225,-0.1274642410116797,0.440116727906662,-0.0013228887492960529,-0.10321666008946029
CHTR,Communication Services,Telecom Services,53441519616,11.774122,0.7942003801270273,N/A,54869999616,4674999808,-0.04015774616549584,-0.11705793239332528,0.3073327525429854,-0.0017963891090805658,-0.05849094218991069
CTSH,Technology,Information Technology Services,37137219584,16.570797,1.0715049748410093,0.0161,19412000768,2252000000,0.06613468173217897,-0.044037249137422615,0.21762986373657037,-0.0006631607493621298,0.054685081631898225
CMCSA,Communication Services,Telecom Services,162742747136,11.463612,0.8372993441539301,0.028499998,123069997056,14675000320,0.029728225394702087,-0.06489485061735165,0.22279526421456383,-0.0014666066473810989,0.017533115733512794
COST,Consumer Defensive,Discount Stores,392594554880,53.4421,0.7233224017627135,0.0053,254453006336,7367000064,0.33501318444000894,0.16475837733002255,0.19589371801060235,0.002736529200849521,0.2781829638807991
CSX,Industrials,Railroads,64676368384,17.74468,1.0031890469715103,0.014400001,14680999936,3665999872,0.08728773849883409,-0.020009051994620927,0.19703056423050463,-0.0003961008277565654,0.08070182895390587
XRAY,Healthcare,Medical Instruments & Supplies,4731344896,N/A,0.8824920406376977,0.0272,3896000000,-185000000,-0.1604483115031511,-0.23622678879485148,0.2958266056743785,-0.003337802819297369,-0.15633439589476394
DISH,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,,,,,
DLTR,Consumer Defensive,Discount Stores,14363615232,N/A,0.7373702655193486,N/A,30966300672,-1065299968,-0.03257702694754616,-0.10309189202389575,0.36852491043144364,-0.0014133406818410735,-0.06836086516355588
EBAY,Consumer Cyclical,Internet Retail,28850169856,15.171285,0.8283002479245072,0.0186,10266000384,2028999936,0.16477664968081604,0.04766326727718889,0.28124069463247875,0.00041273120402864956,0.1211526676096355
EA,Communication Services,Electronic Gaming & Multimedia,40393539584,39.202564,0.5847731453117881,0.005,7408999936,1046000000,0.13162870905564142,0.014265848191774289,0.24634399966517845,-0.00048744988563073833,0.07847917880085342
EXPE,Consumer Cyclical,Travel Services,20973137920,29.028828,1.3323571640274605,N/A,13262999552,808000000,0.12899750415060982,0.028997848495895234,0.4247180284700463,0.0006039260348389667,0.07861481145365778
FAST,Industrials,Industrial Distribution,44581990400,38.71642,0.8903152764469645,0.0199,7480099840,1154899968,0.20906366451625583,0.09066123282789088,0.19899674014467855,0.0015733565291322323,0.1985534821101369
FISV,N/A,N/A,N/A,N/A,0.22374020206234368,N/A,N/A,N/A,1.7346610455683575,0.3641210386938186,0.14687176952347294,0.007588960684485593,0.12784248800498887
GILD,Healthcare,Drug Manufacturers - General,111849889792,109.560974,0.45120626907417055,0.0344,27804999680,1054000000,0.2374128836870677,0.05873789681599295,0.2703009482886376,-1.6296070851378965e-06,0.11180818705984508
HSIC,Healthcare,Medical Distribution,9164789760,26.690037,0.7636627889759497,N/A,12487000064,352000000,0.027852425010406235,-0.06062013144391334,0.253807710817948,-0.0013440265325171652,0.009831108577838199
ILMN,Healthcare,Diagnostics & Research,24450957312,N/A,1.0932651802117646,N/A,4429000192,-3044000000,-0.08051078653371892,-0.20525394526798071,0.384187873961521,-0.002016754932984106,-0.14431884362916658
INCY,Healthcare,Biotechnology,14593236992,841.6666,0.6030906356172963,N/A,4075859968,32482000,-0.015420807256985334,-0.07397147326615355,0.2974900163532282,-0.0015544516312513948,-0.024835911422862567
INTU,Technology,Software - Application,173503561728,59.23541,1.365071927906531,0.0067000003,16284999680,2963000064,0.16136126465581546,0.07388872405305547,0.24842756134303456,0.001805587641330603,0.19989094707204536
ISRG,Healthcare,Medical Instruments & Supplies,180732362752,81.44784,1.214743052272558,N/A,7866899968,2243099904,0.18515505968723875,0.09465505767916299,0.2508844088692158,0.0018613934623529043,0.21304209714940558
JD,Consumer Cyclical,Internet Retail,61345738752,14.286738,0.9766410435817888,0.0188,1105220993024,31099000832,0.15096860476748278,0.042713807436544404,0.5171065275892704,0.0003085618253068922,0.028851595382802575
KHC,Consumer Defensive,Packaged Foods,40362098688,30.072073,0.6297995866438268,0.0478,26129999872,1370000000,0.09610926939015897,-0.007005836528629308,0.2496711224224609,-0.00074230357781644,0.058050441107924566
LRCX,Technology,Semiconductor Equipment & Materials,95433801728,24.003237,1.7163420458268333,0.0123000005,15591300096,4056817920,0.20761789760548138,0.17229450552197642,0.37115470386033644,0.002663396975891522,0.30237611899053807
MAR,Consumer Cyclical,Lodging,72190943232,25.69439,1.08144453194351,0.0097,6469000192,2936000000,0.15241226658213977,0.04885867232238941,0.3259766470412652,0.0007010949784522064,0.12531467861054257
MCHP,Technology,Semiconductors,39953526784,29.669323,1.5742343167816282,0.024300002,6587100160,1369799936,0.09533675755339228,-0.018727762023167643,0.31226519918328527,0.0005445261125486219,0.08768144868907779
MU,Technology,Semiconductors,112792117248,145.32858,1.4311718803852442,0.0046,25110999040,778000000,0.14083317642188078,0.04808736500460428,0.36165577070633115,0.001034958746533424,0.13407109539454876
MDLZ,Consumer Defensive,Confectioners,91410309120,24.241135,0.6649628706822467,0.0274,36151001088,3816000000,0.09157600317019324,-0.010411443600426326,0.18370552987321376,-0.0010009666101491591,0.07175802855627844
MNST,Consumer Defensive,Beverages - Non-Alcoholic,52950691840,33.7875,0.8130553449764094,N/A,7385830912,1687090944,0.12997798082557982,0.01849277900964484,0.20704111850146678,-2.978266407925526e-05,0.10806161849115914
NTAP,Technology,Computer Hardware,23642198016,22.592955,1.0508968425303469,0.0179,6376999936,1084999936,0.17806115086783775,0.07443288723567995,0.2814340760951314,0.0011264686277741136,0.1677623503924428
NTES,Communication Services,Electronic Gaming & Multimedia,51180851200,12.686998,0.7571187564157125,0.0317,106748116992,28811845632,0.1680205808206927,0.04602327864067868,0.43551777510576656,0.00018203428170341857,0.05544579636935576
NFLX,Communication Services,Entertainment,322948792320,42.70831,1.0224025666673142,N/A,37587279872,7780861952,0.24325859895354776,0.1390727338585943,0.4043409652116146,0.001388454069804173,0.18726595734746354
NVDA,Technology,Semiconductors,3337306505216,63.574764,1.7626246807831554,0.00029999999,96307003392,53007998976,0.43144046218479554,0.5714557510422976,0.424158747810503,0.00611139132753967,0.9073533135709593
NXPI,Technology,Semiconductors,60346245120,22.160898,1.4829479744942067,0.017,13109000192,2780999936,0.1402418138597973,0.048950081484878394,0.31919988231382773,0.0012523641371740594,0.15483081889944095
ORLY,Consumer Cyclical,Specialty Retail,66951999488,28.680874,0.7504487869122174,N/A,16444893184,2388054016,0.27399921367401187,0.12514936501795737,0.23233707191026104,0.0016804606611030518,0.2205838948720551
PCAR,Industrials,Farm & Heavy Construction Machinery,54957228032,11.724833,0.8217745609566031,0.0116,34832900096,4707299840,0.21291349930176715,0.0868453950931471,0.2150210327974967,0.0012500385445286205,0.18519219099544726
PAYX,Technology,Software - Application,50270547968,29.782515,1.0554332320438338,0.028199999,5310799872,1698599936,0.13399865694623264,0.028249170112370686,0.19084492169368436,0.0007109872278127933,0.1387642633295243
PYPL,Financial Services,Credit Services,78328446976,18.691387,1.3358105341499056,N/A,31456999424,4428000256,-0.0030915430728506994,-0.14737293197646936,0.3562343856877827,-0.0012405210865666842,-0.07182040243778698
QCOM,Technology,Semiconductors,184010506240,21.12276,1.3650182155985584,0.020599999,37348999168,8824000512,0.15015744975315287,0.05859240528256318,0.307114242825487,0.001262836907790081,0.16257011615010541
REGN,Healthcare,Biotechnology,91081228288,20.510765,0.5784327214652709,N/A,13847100416,4654499840,0.3169204081267252,0.12128995197860924,0.2974934444035865,0.0010148809820205728,0.18371077015381987
ROST,Consumer Cyclical,Apparel Retail,46665641984,22.687098,1.0975188531418918,0.0105,21092935680,2072147968,0.07971250896540773,-0.030204459188429553,0.29985102253562773,-0.0002613361544630129,0.04805040307190911
STX,Technology,Computer Hardware,21129732096,25.81137,1.067082115700065,0.0291,7264999936,824000000,0.1721830788173088,0.06930687167514443,0.312306867752182,0.0009720331263148507,0.1517338265577748
SIRI,Communication Services,Entertainment,8795507712,N/A,0.8754621441515227,0.039100002,8798999552,-1308000000,-0.14149796359560682,-0.21775470338193115,0.4089094630773156,-0.002242795670829526,-0.17179668967775374
SWKS,Technology,Semiconductors,14047022080,18.171486,1.4456081097396638,0.0315,4371800064,780300032,0.006697182551775923,-0.14533565833834935,0.2961348855325101,-0.0013072078590093284,-0.04425955071575083
SBUX,Consumer Cyclical,Restaurants,109983506432,29.3142,1.0662131750412114,0.0247,36176199680,3760900096,0.06266332792545806,-0.047520967257779656,0.25425467549422365,-0.0006308622373453198,0.04265483158186023
TMUS,Communication Services,Telecom Services,260239884288,25.570124,0.7324592104375023,0.015800001,80005996544,10371999744,0.30617883258861883,0.1457195730277125,0.23294400858094558,0.0019936380602804636,0.2451102912588019
TSLA,Consumer Cyclical,Auto Manufacturers,779530993664,66.349724,1.552861214134965,N/A,97150001152,12743000064,0.4107285944681099,0.47128625231005483,0.5922190333149651,0.0035551740639751766,0.5637867630233542
TXN,Technology,Semiconductors,185782124544,37.78479,1.145083971803174,0.026500002,15710999552,4940000256,0.12240319645386255,0.017370938648441997,0.19759929807596507,0.000661286063634816,0.13159217427844028
TSCO,Consumer Cyclical,Specialty Retail,29163460608,26.274052,0.743191054628522,0.0165,14769541120,1112737024,0.3327146058955238,0.16757577608520746,0.26671912549767635,0.0020834790550709097,0.2621586089914949
ULTA,Consumer Cyclical,Specialty Retail,18087333888,15.405296,1.1224768371948994,N/A,11321165824,1209521024,0.11981946311878361,0.014127807302202255,0.3372005280418435,0.0003208183379158911,0.08503754803930597
VRSK,Industrials,Consulting Services,39146516480,42.84699,0.8387571711283631,0.0057,2823300096,930300032,0.15936265043976822,0.04372396419567444,0.20119616671292914,0.0005213537417487006,0.1393569200526914
VRTX,Healthcare,Biotechnology,122030620672,N/A,0.7158468756681953,N/A,10337399808,-489900000,0.24431141594707417,0.09812702439618086,0.27941141057684876,0.0009608687737687681,0.17124416289715017
WDC,Technology,Computer Hardware,22547077120,71.67033,1.437144791682412,N/A,14348000256,329000000,0.06277693643410892,-0.06389006397501998,0.3883722638906856,-0.00017383947318707832,0.003516887872915042
ABT,Healthcare,Medical Devices,204059230208,35.75988,0.76412808250654,0.0185,41216999424,5744000000,0.11035481795798871,0.0023853285279303305,0.2133114890347338,-0.0004261591145053967,0.08574325447358389
ABBV,Healthcare,Drug Manufacturers - General,354098184192,69.850174,0.5371725324138288,0.0322,55532998656,5079000064,0.39289145221929633,0.15344777559550327,0.23515474108891796,0.0017519249735887487,0.23894042010286864
ACN,Technology,Information Technology Services,214887972864,30.06119,1.070999244940589,0.0171,64896462848,7264786944,0.12011792886157266,0.013799552518822061,0.18426074357531652,0.00046115265805735686,0.12543057206772956
ALL,Financial Services,Insurance - Property & Casualty,48292122624,11.788623,0.7971837722199839,0.02,62432002048,4111000064,0.17263750136451186,0.05213926080889732,0.244565173322996,0.0004931108569218807,0.13465346160321112
MO,Consumer Defensive,Tobacco,91316363264,9.101352,0.5578362870499484,0.0757,20362000384,10259999744,0.17425635180616553,0.03738795533617499,0.23628878043552023,-0.0001683887064539592,0.104339935374266
AIG,Financial Services,Insurance - Diversified,49152778240,14.539048,1.249290347982905,0.0211,45924999168,3304999936,0.12530787236828503,0.022580534305496308,0.31059279601981593,0.0006300385801869585,0.1112173858704697
T,Communication Services,Telecom Services,157282353152,17.821138,0.6182788325367027,0.0502,122059997184,8849999872,0.03731284397818325,-0.043230265910135734,0.24640152451787176,-0.0013554376866383511,0.020360105521020744
BAC,Financial Services,Banks - Diversified,317120151552,14.974638,1.1916256684522295,0.0249,94625996800,21941999616,0.07458769059628131,-0.038901207341925634,0.2554152462462749,-0.0002851344508660338,0.05904234304682143
BK,Financial Services,Banks - Diversified,54530850816,16.778524,1.0062314506402337,0.025,17801000960,3352000000,0.1297064802032911,0.02261333790984385,0.23153259955362587,0.0003990242754410182,0.11960462949719264
BRK-B,Financial Services,Insurance - Diversified,953042010112,14.054338,0.8080062752865672,N/A,370108006400,67856998400,0.16369173694797032,0.045618865453402574,0.1379391173178376,0.0007200889996971007,0.15176707877796347
BLK,Financial Services,Asset Management,146868912128,24.609083,1.2002989071875454,0.0207,19360999424,6073999872,0.14932226697740858,0.05051948086359878,0.19088032320055462,0.0014967861556691876,0.1751961844791421
BKNG,Consumer Cyclical,Travel Services,158085054464,32.338932,1.1371491742618243,0.0074,23051999232,5036000256,0.18534983773143468,0.08883028881855676,0.28760012028665904,0.0014285878216244248,0.18867009994296224
BMY,Healthcare,Drug Manufacturers - General,112462577664,N/A,0.4618167821653851,0.0442,47435001856,-7257999872,-0.0059519421922694235,-0.052270790551140006,0.23992303220090255,-0.001819067009564255,0.003281503167847033
COF,Financial Services,Credit Services,61529935872,15.229462,1.4316689190684038,0.0146,26496999424,4062000128,0.1260964974265313,0.02700602021289422,0.3365269629173986,0.0008642819422486229,0.11954459438022647
C,Financial Services,Banks - Diversified,117922553856,17.763533,1.2899847398409683,0.0342,69307998208,6700000256,0.025151641569404203,-0.10588393655484889,0.2869977789802192,-0.0010340762194463282,-0.01254406464911062
CL,Consumer Defensive,Household & Personal Products,76480397312,26.899426,0.5086217720935697,0.0214,20106000384,2868000000,0.15335626740041025,0.02345920465138024,0.20568124537719612,-0.0005639958134200441,0.09354245732717636
COP,Energy,Oil & Gas E&P,125288054784,12.913404,1.095039885074548,0.028900001,56924000256,9916000256,0.18942925435576158,0.09000797594802024,0.37939032437607806,0.0010480411926635277,0.15050764055458843
CVS,Healthcare,Healthcare Plans,68748607488,9.724199,0.6747495932013493,0.0477,361854992384,7190000128,-0.02474579290414685,-0.08905276066167384,0.2650030665971649,-0.0018557796213522742,-0.027114976174316907
DHR,Healthcare,Diagnostics & Research,178531926016,46.637733,0.8351408278788167,0.0044,23741999104,3934000128,0.1588622995760529,0.04311758271536835,0.22069849972961167,0.00045740791898904313,0.13391521858601863
DUK,Utilities,Utilities - Regulated Electric,86888161280,19.267122,0.6469695461545933,0.037100002,29590999040,4487000064,0.1294976234344043,0.014404414578801858,0.21948032868479755,-0.00042402044352151714,0.08959082207332614
LLY,Healthcare,Drug Manufacturers - General,765281566720,87.15027,0.6552003167196646,0.0063,40863301632,8369900032,0.6258075171937398,0.33977006765761497,0.30325223694993314,0.003962285116964186,0.4775137573174848
EMR,Industrials,Specialty Industrial Machinery,62811320320,37.097973,1.0646438979664552,0.0194,16963000320,1710000000,0.10696704663535178,-0.0002833410234399092,0.23274521867147688,0.00011335765494506204,0.09742791902349324
EXC,Utilities,Utilities - Regulated Electric,38153396224,15.625514,0.8753202503837197,0.0398,22923999232,2430000128,0.08957040864412545,-0.015460584537654198,0.2248278202796917,-0.0005088619077189758,0.0710947099820296
FDX,Industrials,Integrated Freight & Logistics,66255511552,16.749846,1.02292868678406,0.0201,87591002112,4040999936,0.17017020503059843,0.06438008475127746,0.3056953360889636,0.0008676394609671508,0.14466111418357075
F,Consumer Cyclical,Auto Manufacturers,41173643264,11.772727,1.2246606648445566,0.0587,182743007232,3528999936,0.10438492744656727,-0.003488147191693297,0.36669579084545756,0.00022295773551870776,0.061722222994376574
GE,Industrials,Aerospace & Defense,185894125568,33.87771,1.1339217189419524,0.0064999997,69953003520,5500000256,0.23795284791098006,0.1482258665317025,0.31430760867933255,0.0020527196104682946,0.25061464848115866
GM,Consumer Cyclical,Auto Manufacturers,56959279104,5.5282817,1.2679894386261603,0.0094,182719004672,10988999680,0.10450078502215972,-0.003464652453071315,0.34145671616648,0.00029370786946132074,0.07405051759821424
HON,Industrials,Conglomerates,134952255488,23.965357,0.9401808361615419,0.0216,37850001408,5682999808,0.058353651050186445,-0.04595559972028966,0.18340091675030437,-0.0011331363771733731,0.05187524834443291
KMI,Energy,Oil & Gas Midstream,54407962624,21.672565,0.8791867573723718,0.0476,15150999552,2526000128,0.13033020326729966,0.020306593885713736,0.2621281710036186,0.00011128999606144671,0.09913917314039411
LOW,Consumer Cyclical,Home Improvement Retail,150321577984,21.899174,1.0752369552597068,0.0176,84023001088,6912999936,0.18761686958885726,0.08643150984792372,0.2334332816247912,0.0016064446701850017,0.19636222056562835
MA,Financial Services,Credit Services,464036986880,38.27252,1.1415561324226025,0.0052,27225999360,12323000320,0.11259286894259525,0.0061183817478924485,0.19682367232400516,0.0004293968363094746,0.11903350802139268
MDT,Healthcare,Medical Devices,114548998144,30.070705,0.8106535799162184,0.0311,32576999424,3927000064,-0.023418538567246464,-0.10591328624227736,0.20837583068456483,-0.0024036526503399603,-0.02193243394201927
MET,Financial Services,Insurance - Life,54497067008,15.935091,1.173703018813271,0.0278,71343996928,3560999936,0.12861107512864423,0.02509129590240361,0.24991697731051266,0.0006941674091038071,0.1284766425232624
MS,Financial Services,Capital Markets,187217674240,17.650455,1.256896670190717,0.0317,58282000384,10618999808,0.184007539100696,0.09649743186986032,0.23880960769044995,0.0020612368907089703,0.22236049815912118
NEE,Utilities,Utilities - Regulated Electric,161160069120,23.255194,0.812616699639994,0.026600001,26246000640,6952999936,0.11165272633687345,0.00359139428770891,0.2541646222369437,-0.0002576494346718308,0.07970078181508611
OXY,Energy,Oil & Gas E&P,47282499584,13.098446,1.356705858774818,0.0178,27121999872,3689999872,0.16647070232885275,0.08036788881046428,0.5691240607297048,0.0008270757421212063,0.04592908545375596
ORCL,Technology,Software - Infrastructure,469944041472,43.70876,0.941589249925441,0.0094,53815001088,10976000000,0.2909388050451536,0.17297523836730383,0.2583472641272559,0.002560717022017984,0.28846715974424586
PM,Consumer Defensive,Tobacco,202640998400,20.687302,0.6694077380609488,0.041300002,37219000320,9804999680,0.21072792900784115,0.06928018346992516,0.21714317946374434,0.0006182323200876446,0.15284027928263155
RTN,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,,,,,
SLB,Energy,Oil & Gas Equipment & Services,56937889792,12.96463,1.1529818541735921,0.0277,35995000832,4478000128,0.09587696150266667,-0.01309351793222055,0.42985715069223396,3.05676789367565e-05,0.019558800996162917
SPG,Real Estate,REIT - Retail,64580833280,22.9241,1.2994542125627648,0.048899997,5908359168,2447808000,0.13351897591207268,0.03415718363834788,0.4041631861570888,0.0006506547163018823,0.09056069519407783
SO,Utilities,Utilities - Regulated Electric,96551321600,20.540792,0.7108729375218131,0.0325,26428000256,4721999872,0.16030877842129615,0.03773000404940484,0.22903746813353934,0.00011653303516190848,0.11749061847679765
TGT,Consumer Defensive,Discount Stores,69096644608,15.494835,0.8327351879738701,0.0297,107300003840,4487000064,0.10569296590752153,-0.0012825934133533362,0.3001650373850482,-0.0002540788982220376,0.06136343092122343
